# Id= 3.589891e-04
6.250000e-12	3.511797e-04	3.589891e-04
1.062500e-10	3.511797e-04	3.589891e-04
1.875000e-11	3.521957e-04	3.589891e-04
1.187500e-10	3.521957e-04	3.589891e-04
3.125000e-11	3.550879e-04	3.589891e-04
1.312500e-10	3.550879e-04	3.589891e-04
4.375000e-11	3.591921e-04	3.589891e-04
1.437500e-10	3.591921e-04	3.589891e-04
5.625000e-11	3.631251e-04	3.589891e-04
-4.375000e-11	3.631251e-04	3.589891e-04
6.875000e-11	3.655564e-04	3.589891e-04
-3.125000e-11	3.655564e-04	3.589891e-04
8.125000e-11	3.653325e-04	3.589891e-04
-1.875000e-11	3.653325e-04	3.589891e-04
9.375000e-11	3.624134e-04	3.589891e-04
-6.250001e-12	3.624134e-04	3.589891e-04
6.250000e-12	3.581227e-04	3.589891e-04
1.062500e-10	3.581227e-04	3.589891e-04
1.875000e-11	3.550635e-04	3.589891e-04
1.187500e-10	3.550635e-04	3.589891e-04
3.125000e-11	3.553128e-04	3.589891e-04
1.312500e-10	3.553128e-04	3.589891e-04
4.375000e-11	3.585775e-04	3.589891e-04
1.437500e-10	3.585775e-04	3.589891e-04
5.625000e-11	3.627795e-04	3.589891e-04
-4.375000e-11	3.627795e-04	3.589891e-04
6.875000e-11	3.659988e-04	3.589891e-04
-3.125000e-11	3.659988e-04	3.589891e-04
8.125000e-11	3.670480e-04	3.589891e-04
-1.875000e-11	3.670480e-04	3.589891e-04
9.375000e-11	3.652288e-04	3.589891e-04
-6.250001e-12	3.652288e-04	3.589891e-04
6.250000e-12	3.616584e-04	3.589891e-04
1.062500e-10	3.616584e-04	3.589891e-04
1.875000e-11	3.588014e-04	3.589891e-04
1.187500e-10	3.588014e-04	3.589891e-04
3.125000e-11	3.585402e-04	3.589891e-04
1.312500e-10	3.585402e-04	3.589891e-04
4.375000e-11	3.606673e-04	3.589891e-04
1.437500e-10	3.606673e-04	3.589891e-04
5.625000e-11	3.638871e-04	3.589891e-04
-4.375000e-11	3.638871e-04	3.589891e-04
6.875000e-11	3.665265e-04	3.589891e-04
-3.125000e-11	3.665265e-04	3.589891e-04
8.125000e-11	3.665000e-04	3.589891e-04
-1.875000e-11	3.665000e-04	3.589891e-04
9.375000e-11	3.636922e-04	3.589891e-04
-6.250001e-12	3.636922e-04	3.589891e-04
6.250000e-12	3.593399e-04	3.589891e-04
1.062500e-10	3.593399e-04	3.589891e-04
1.875000e-11	3.559081e-04	3.589891e-04
1.187500e-10	3.559081e-04	3.589891e-04
3.125000e-11	3.568186e-04	3.589891e-04
1.312500e-10	3.568186e-04	3.589891e-04
4.375000e-11	3.616515e-04	3.589891e-04
1.437500e-10	3.616515e-04	3.589891e-04
5.625000e-11	3.670085e-04	3.589891e-04
-4.375000e-11	3.670085e-04	3.589891e-04
6.875000e-11	3.702309e-04	3.589891e-04
-3.125000e-11	3.702309e-04	3.589891e-04
8.125000e-11	3.696596e-04	3.589891e-04
-1.875000e-11	3.696596e-04	3.589891e-04
9.375000e-11	3.659909e-04	3.589891e-04
-6.250001e-12	3.659909e-04	3.589891e-04
6.250000e-12	3.614325e-04	3.589891e-04
1.062500e-10	3.614325e-04	3.589891e-04
1.875000e-11	3.570954e-04	3.589891e-04
1.187500e-10	3.570954e-04	3.589891e-04
3.125000e-11	3.543941e-04	3.589891e-04
1.312500e-10	3.543941e-04	3.589891e-04
4.375000e-11	3.551144e-04	3.589891e-04
